tmpambiente,humedad,luz,tmpagua,timestamp,email,deviceid
10,26,41,8,2023-04-30 01:00:00,rodrinoya.1@gmail.com,htd2
10,28,55,10,2023-04-30 02:00:00,rodrinoya.1@gmail.com,htd2
12,29,60,10,2023-04-30 03:00:00,rodrinoya.1@gmail.com,htd2
12,28,59,12,2023-04-30 04:00:00,rodrinoya.1@gmail.com,htd2
15,27,45,11,2023-04-30 05:00:00,rodrinoya.1@gmail.com,htd2
15,29,41,13,2023-04-30 06:00:00,rodrinoya.1@gmail.com,htd2
16,30,59,13,2023-04-30 07:00:00,rodrinoya.1@gmail.com,htd2
16,29,200,14,2023-04-30 08:00:00,rodrinoya.1@gmail.com,htd2
17,31,234,15,2023-04-30 09:00:00,rodrinoya.1@gmail.com,htd2
18,30,249,18,2023-04-30 10:00:00,rodrinoya.1@gmail.com,htd2
19,33,260,19,2023-04-30 11:00:00,rodrinoya.1@gmail.com,htd2
21,32,300,20,2023-04-30 12:00:00,rodrinoya.1@gmail.com,htd2
19,33,297,17,2023-04-30 13:00:00,rodrinoya.1@gmail.com,htd2
18,30,328,17,2023-04-30 14:00:00,rodrinoya.1@gmail.com,htd2
19,29,359,17,2023-04-30 15:00:00,rodrinoya.1@gmail.com,htd2
17,29,355,15,2023-04-30 16:00:00,rodrinoya.1@gmail.com,htd2
15,29,389,13,2023-04-30 17:00:00,rodrinoya.1@gmail.com,htd2
16,30,420,13,2023-04-30 18:00:00,rodrinoya.1@gmail.com,htd2
13,28,55,11,2023-04-30 19:00:00,rodrinoya.1@gmail.com,htd2
13,29,63,12,2023-04-30 20:00:00,rodrinoya.1@gmail.com,htd2
12,28,68,11,2023-04-30 21:00:00,rodrinoya.1@gmail.com,htd2
12,27,74,8,2023-04-30 22:00:00,rodrinoya.1@gmail.com,htd2
9,26,68,9,2023-04-30 23:00:00,rodrinoya.1@gmail.com,htd2
